691	100.4026
691.1	97.23137
691.2	124.06015
691.3	90.88893
691.4	27.71771
691.5	-5.45352
691.6	-8.62474
691.7	18.20404
691.8	-14.96719
691.9	-18.13841
692	-21.30963
692.1	-14.48085
692.2	-7.65208
692.3	-30.8233
692.4	-13.99452
692.5	32.83425
692.6	9.66303
692.7	26.49181
692.8	53.32059
692.9	80.14936
693	126.97814
693.1	193.80692
693.2	230.63569
693.3	267.46447
693.4	284.29325
693.5	371.12203
693.6	547.9508
693.7	744.77958
693.8	931.60836
693.9	1098.43714
694	1205.26591
694.1	1162.09469
694.2	1078.92347
694.3	935.75224
694.4	822.58102
694.5	729.4098
694.6	696.23858
694.7	763.06735
694.8	789.89613
694.9	946.72491
695	1233.55368
695.1	1530.38246
695.2	1867.21124
695.3	2134.04002
695.4	2220.86879
695.5	2257.69757
695.6	2114.52635
695.7	1881.35512
695.8	1598.1839
695.9	1305.01268
696	1021.84146
696.1	798.67023
696.2	605.49901
696.3	492.32779
696.4	459.15656
696.5	315.98534
696.6	342.81412
696.7	159.6429
696.8	126.47167
696.9	103.30045
697	70.12923
697.1	56.958
697.2	73.78678
697.3	40.61556
697.4	57.44434
697.5	34.27311
697.6	11.10189
697.7	17.93067
697.8	24.75944
697.9	51.58822
698	8.417
