690	4.51572
690.1	-50.36015
690.2	-25.23602
690.3	-40.11189
690.4	-24.98775
690.5	10.13638
690.6	35.26051
690.7	30.38465
690.8	45.50878
690.9	50.63291
691	55.75704
691.1	0.88118
691.2	26.00531
691.3	11.12944
691.4	-3.74643
691.5	21.37771
691.6	6.50184
691.7	31.62597
691.8	6.7501
691.9	101.87424
692	146.99837
692.1	282.1225
692.2	597.24663
692.3	812.37077
692.4	1097.4949
692.5	1382.61903
692.6	1627.74316
692.7	1802.8673
692.8	2037.99143
692.9	2413.11556
693	2838.23969
693.1	3303.36383
693.2	3588.48796
693.3	4123.61209
693.4	4408.73622
693.5	4363.86036
693.6	4248.98449
693.7	4004.10862
693.8	3729.23275
693.9	3764.35689
694	3639.48102
694.1	3964.60515
694.2	4379.72928
694.3	5164.85342
694.4	5839.97755
694.5	6555.10168
694.6	7610.22581
694.7	8075.34995
694.8	8560.47408
694.9	8215.59821
695	8090.72234
695.1	7115.84648
695.2	6160.97061
695.3	5166.09474
695.4	4291.21888
695.5	3456.34301
695.6	2791.46714
695.7	2226.59127
695.8	1791.71541
695.9	1426.83954
696	1181.96367
696.1	1007.0878
696.2	852.21194
696.3	737.33607
696.4	652.4602
696.5	567.58433
696.6	482.70847
696.7	407.8326
696.8	392.95673
696.9	318.08086
697	253.205
697.1	228.32913
697.2	183.45326
697.3	188.57739
697.4	153.70153
697.5	138.82566
697.6	133.94979
697.7	119.07392
697.8	84.19806
697.9	59.32219
698	44.44632
698.1	69.57045
698.2	94.69459
698.3	79.81872
698.4	34.94285
698.5	40.06698
698.6	45.19112
698.7	30.31525
698.8	5.43938
698.9	40.56351
699	35.68765
699.1	-19.18822
699.2	-44.06409
699.3	11.06004
699.4	-13.81582
699.5	-58.69169
699.6	-43.56756
699.7	-68.44343
699.8	-63.31929
699.9	-88.19516
700	-13.07103
