690	282.53949
690.1	202.93115
690.2	223.32282
690.3	143.71448
690.4	364.10614
690.5	384.4978
690.6	304.88946
690.7	325.28112
690.8	345.67278
690.9	266.06445
691	86.45611
691.1	106.84777
691.2	27.23943
691.3	247.63109
691.4	168.02275
691.5	188.41441
691.6	208.80608
691.7	129.19774
691.8	49.5894
691.9	369.98106
692	290.37272
692.1	510.76438
692.2	731.15604
692.3	1051.54771
692.4	1471.93937
692.5	1992.33103
692.6	2412.72269
692.7	3033.11435
692.8	3153.50601
692.9	3573.89767
693	3494.28934
693.1	3214.681
693.2	3335.07266
693.3	3055.46432
693.4	2975.85598
693.5	2596.24764
693.6	2516.6393
693.7	2937.03097
693.8	3457.42263
693.9	4077.81429
694	4698.20595
694.1	5218.59761
694.2	6138.98927
694.3	6859.38093
694.4	6779.7726
694.5	6400.16426
694.6	6020.55592
694.7	5240.94758
694.8	4461.33924
694.9	3381.7309
695	2702.12256
695.1	2222.51423
695.2	1742.90589
695.3	1463.29755
695.4	1083.68921
695.5	904.08087
695.6	824.47253
695.7	744.86419
695.8	665.25586
695.9	585.64752
696	506.03918
696.1	426.43084
696.2	346.8225
696.3	267.21416
696.4	187.60582
696.5	107.99749
696.6	128.38915
696.7	348.78081
696.8	269.17247
696.9	189.56413
697	109.95579
697.1	30.34745
697.2	50.73912
697.3	-28.86922
697.4	-8.47756
697.5	-88.0859
697.6	-167.69424
697.7	-147.30258
697.8	73.08908
697.9	-6.51925
698	113.87241
