691	253.47411
691.1	201.63898
691.2	169.80384
691.3	177.9687
691.4	176.13357
691.5	134.29843
691.6	62.46329
691.7	10.62816
691.8	-11.20698
691.9	-13.04212
692	-44.87725
692.1	3.28761
692.2	-8.54752
692.3	-30.38266
692.4	47.7822
692.5	95.94707
692.6	124.11193
692.7	192.27679
692.8	160.44166
692.9	228.60652
693	246.77139
693.1	284.93625
693.2	343.10111
693.3	391.26598
693.4	489.43084
693.5	647.5957
693.6	865.76057
693.7	1193.92543
693.8	1602.09029
693.9	1920.25516
694	2298.42002
694.1	2486.58489
694.2	2534.74975
694.3	2542.91461
694.4	2391.07948
694.5	2079.24434
694.6	1827.4092
694.7	1665.57407
694.8	1663.73893
694.9	1851.9038
695	2260.06866
695.1	2698.23352
695.2	3146.39839
695.3	3804.56325
695.4	4282.72811
695.5	4720.89298
695.6	4979.05784
695.7	4877.22271
695.8	4505.38757
695.9	3813.55243
696	3141.7173
696.1	2559.88216
696.2	2018.04702
696.3	1566.21189
696.4	1164.37675
696.5	942.54161
696.6	760.70648
696.7	618.87134
696.8	497.03621
696.9	345.20107
697	263.36593
697.1	191.5308
697.2	179.69566
697.3	137.86052
697.4	86.02539
697.5	64.19025
697.6	22.35512
697.7	0.51998
697.8	-61.31516
697.9	-93.15029
698	-154.98543
