691	408.3769
691.2	199.44667
691.4	290.51643
691.6	81.5862
691.8	272.65597
692	163.72574
692.2	54.79551
692.4	245.86528
692.6	536.93505
692.8	1028.00482
693	2119.07459
693.2	3010.14436
693.4	3401.21413
693.6	3192.28389
693.8	2683.35366
694	2574.42343
694.2	2965.4932
694.4	4256.56297
694.6	5647.63274
694.8	6638.70251
695	6129.77228
695.2	4720.84205
695.4	3211.91182
695.6	2002.98158
695.8	1294.05135
696	885.12112
696.2	676.19089
696.4	567.26066
696.6	358.33043
696.8	249.4002
697	340.46997
697.2	231.53974
697.4	122.60951
697.6	13.67927
697.8	204.74904
698	95.81881
