693.7	53.91332
693.8	15.14228
693.9	76.37124
694	267.6002
694.1	518.82916
694.2	750.05813
694.3	1021.28709
694.4	1342.51605
694.5	1603.74501
694.6	1824.97398
694.7	2046.20294
694.8	2277.4319
694.9	2188.66086
695	1879.88982
695.1	1821.11879
695.2	1952.34775
695.3	1703.57671
695.4	1694.80567
695.5	1866.03464
695.6	1957.2636
695.7	2378.49256
695.8	3119.72152
695.9	3480.95048
696	4102.17945
696.1	4133.40841
696.2	4264.63737
696.3	4625.86633
696.4	3997.0953
696.5	3798.32426
696.6	3489.55322
696.7	3030.78218
696.8	2552.01114
696.9	2353.24011
697	1754.46907
697.1	1685.69803
697.2	1316.92699
697.3	1118.15596
697.4	999.38492
697.5	690.61388
697.6	451.84284
697.7	593.07181
697.8	414.30077
697.9	175.52973
698	306.75869
698.1	167.98765
698.2	59.21662
698.3	320.44558
698.4	161.67454
698.5	62.9035
698.6	114.13247
698.7	-14.63857
698.8	56.59039
698.9	117.81935
699	159.04831
